"providers","HAI_1_CI_LOWER","HAI_1_CI_UPPER","HAI_3_CI_LOWER","HAI_3_CI_UPPER","HAI_5_CI_LOWER","HAI_5_CI_UPPER"
450130,"0.140","2.752",NA,NA,NA,"0.986"
450132,"0.187","1.134","0.029","2.839","0.174","1.866"
450133,"0.240","1.453","0.099","1.948","0.013","1.234"
450135,"0.444","0.991","0.432","1.427","0.645","2.262"
450137,"0.155","1.177","0.616","2.788","0.010","0.953"
450143,NA,NA,NA,NA,NA,NA
450144,NA,NA,NA,NA,NA,NA
450147,"0.415","2.512","0.019","1.827","0.029","2.843"
450148,NA,"2.748",NA,"2.699",NA,NA
450152,NA,NA,"0.039","3.847","0.043","4.244"
450154,NA,NA,NA,NA,NA,NA
450155,NA,NA,NA,NA,NA,NA
450162,NA,NA,NA,NA,NA,NA
450163,NA,NA,NA,NA,NA,NA
450165,NA,NA,"0.032","3.139",NA,NA
450176,"0.097","1.905",NA,NA,"0.022","2.174"
450184,"0.804","1.485","0.244","0.918","0.433","1.097"
450187,NA,NA,NA,NA,NA,NA
450192,NA,NA,NA,NA,NA,NA
450193,"0.388","0.828","0.324","1.324","0.107","0.645"
450194,NA,NA,NA,NA,NA,NA
450196,"0.315","3.371","2.505","9.427","0.171","3.361"
450200,"0.025","2.442",NA,"1.415","0.041","4.086"
450203,"0.023","2.277","0.031","3.079",NA,"1.594"
450209,"1.103","2.608","0.258","1.957","1.267","4.446"
450210,NA,NA,NA,NA,NA,NA
450211,"0.024","2.372","0.444","4.747","0.924","7.012"
450213,"0.558","1.038","1.411","3.101","0.807","1.834"
450219,NA,NA,NA,NA,NA,NA
450222,"0.827","2.478",NA,"1.854","0.511","2.622"
450229,"0.136","1.456","0.011","1.052","0.110","1.174"
450231,"0.213","1.286","0.172","1.303",NA,"0.605"
450235,NA,NA,NA,NA,NA,NA
450236,NA,NA,NA,NA,NA,NA
450237,"1.093","3.145","0.473","2.427","0.293","2.226"
450241,NA,NA,NA,NA,NA,NA
450243,NA,NA,NA,NA,NA,NA
450253,NA,NA,NA,NA,NA,NA
450271,"0.417","2.525","0.243","4.785",NA,NA
450272,NA,NA,NA,"2.294",NA,NA
450280,"0.121","2.383","0.545","5.828","0.288","3.076"
450289,"0.640","1.431","1.434","3.018","0.710","2.043"
450292,NA,NA,NA,NA,NA,NA
450293,NA,NA,NA,NA,NA,NA
450299,NA,NA,NA,NA,NA,NA
450306,NA,NA,NA,NA,NA,NA
450324,"0.571","2.148",NA,"0.812","0.842","3.808"
450330,"0.169","3.337",NA,NA,NA,NA
450340,NA,"2.547",NA,NA,NA,NA
450346,"0.173","1.848","0.988","3.469","0.102","2.015"
450347,NA,NA,NA,NA,NA,NA
450348,NA,NA,NA,NA,NA,NA
450351,NA,NA,NA,NA,NA,NA
450352,"0.032","3.114",NA,"2.251","0.242","4.764"
450358,"1.127","1.744","0.593","1.644","0.446","1.162"
450369,NA,NA,NA,NA,NA,NA
450370,NA,NA,NA,NA,NA,NA
450372,"1.276","7.718","0.243","2.602","1.032","7.832"
450379,NA,"2.083",NA,NA,NA,NA
450388,"0.399","0.852","0.596","1.439","0.576","1.311"
450389,NA,NA,NA,NA,NA,NA
450395,NA,NA,NA,NA,NA,NA
450399,NA,NA,NA,NA,NA,NA
450400,NA,NA,NA,NA,NA,NA
450403,"0.258","1.958","0.276","5.447",NA,"1.367"
450411,NA,NA,NA,NA,NA,NA
450419,NA,NA,NA,NA,NA,NA
450422,NA,NA,NA,NA,NA,NA
450424,"0.046","0.914","0.032","3.182","0.530","2.718"
450431,"0.383","1.267","0.932","3.810","0.203","1.231"
450447,NA,NA,NA,NA,NA,NA
450451,NA,NA,NA,NA,NA,NA
450460,NA,NA,NA,NA,NA,NA
450462,"0.399","1.196","0.935","2.802","0.285","1.464"
450465,NA,NA,NA,NA,NA,NA
450469,NA,"1.369","0.027","2.672",NA,NA
450475,NA,NA,NA,NA,NA,NA
450484,NA,NA,NA,NA,NA,NA
450489,NA,NA,NA,NA,NA,NA
450498,NA,NA,NA,NA,NA,NA
450508,"0.468","5.006",NA,NA,"0.726","7.769"
450518,"0.275","2.940",NA,NA,"0.027","2.666"
450537,"0.095","1.020","0.025","2.468",NA,"0.949"
450539,NA,NA,NA,NA,NA,NA
450558,"0.124","2.443",NA,"2.484","0.046","4.504"
450563,"0.563","2.891","0.372","1.911","0.481","3.651"
450565,NA,NA,NA,NA,NA,NA
450571,"0.479","2.460","0.318","2.416","0.316","3.382"
450573,NA,NA,NA,NA,NA,NA
450578,NA,NA,NA,NA,NA,NA
450580,NA,NA,NA,NA,NA,NA
450584,NA,NA,NA,NA,NA,NA
450586,NA,NA,NA,NA,NA,NA
450587,NA,NA,NA,"2.583",NA,NA
450596,NA,NA,NA,NA,NA,NA
450597,NA,NA,NA,NA,NA,NA
450604,NA,NA,NA,"1.934",NA,NA
450605,NA,NA,NA,NA,NA,NA
450610,"0.704","2.208","0.100","1.072","0.053","1.043"
450617,"0.810","1.914","0.008","0.818","0.796","2.387"
450620,NA,NA,NA,NA,NA,NA
450634,"0.159","1.706","0.151","2.985","0.566","4.298"
450638,"0.421","1.476","0.081","1.605","0.325","2.464"
450639,NA,"1.085","0.084","1.661",NA,"1.605"
450641,NA,NA,NA,NA,NA,NA
450643,"0.424","2.175","0.160","3.151","0.024","2.330"
450644,"1.112","3.903",NA,"1.751","0.526","2.700"
450647,"0.665","1.381","0.318","1.925","0.207","1.064"
450651,"0.302","1.060","0.612","2.024","0.364","1.867"
450653,NA,NA,NA,NA,NA,NA
450654,NA,NA,NA,NA,NA,NA
450656,"0.171","3.376",NA,"2.981",NA,NA
450658,NA,NA,NA,NA,NA,NA
450659,"0.039","0.777",NA,NA,NA,NA
450661,"0.193","1.464","0.336","3.594","0.746","7.981"
450662,"1.367","3.303","0.024","2.378","0.793","4.068"
450668,"0.083","1.626",NA,NA,"0.023","2.267"
450669,"0.274","2.926",NA,NA,NA,NA
450670,"0.075","1.484","0.858","6.510","0.021","2.102"
450672,"0.008","0.746","0.657","3.370","0.489","2.955"
450674,"0.252","1.142",NA,"1.029","0.017","1.710"
450675,"1.228","3.297","0.018","1.741","0.395","2.998"
450677,"0.232","2.482","0.128","2.522","0.024","2.414"
450678,NA,"1.184",NA,NA,NA,NA
450684,"0.106","1.131",NA,"1.262","0.556","3.363"
450686,"0.739","1.555","0.316","1.914","0.438","1.448"
450688,NA,"1.005",NA,NA,NA,NA
450690,NA,NA,NA,NA,NA,NA
450694,NA,NA,NA,NA,NA,NA
450697,"1.293","4.539",NA,NA,"1.004","6.076"
450698,NA,NA,NA,NA,NA,NA
450702,"1.299","5.312",NA,"1.595",NA,"1.167"
450709,"0.022","2.193",NA,"2.154",NA,NA
450711,"0.554","2.266","0.020","2.005",NA,"0.933"
450713,"0.620","2.175","0.616","2.318","0.300","2.281"
450716,"0.023","2.228",NA,NA,"0.029","2.866"
450718,"0.300","2.275","0.318","3.398","0.026","2.551"
450723,"0.117","0.886",NA,"1.725","0.208","1.578"
450730,"0.180","3.549",NA,"1.659","0.308","6.068"
450742,"0.127","2.498","0.024","2.354",NA,"2.292"
450743,"0.207","1.574","0.512","3.889","0.196","3.869"
450746,NA,NA,NA,NA,NA,NA
450747,NA,NA,NA,NA,NA,NA
450749,NA,NA,NA,NA,NA,NA
450754,NA,NA,NA,NA,NA,NA
450755,NA,NA,NA,NA,NA,NA
450766,"0.019","1.906",NA,NA,NA,NA
450771,"0.206","2.201",NA,"0.469",NA,"0.882"
450774,NA,NA,NA,NA,NA,NA
450775,"0.721","2.262","0.202","2.158","0.119","1.278"
450779,"0.096","1.883","0.024","2.401",NA,"1.360"
450780,NA,NA,NA,NA,NA,NA
450788,"0.883","2.648",NA,"1.541",NA,"0.702"
450797,NA,NA,NA,NA,NA,NA
450801,"0.144","1.539",NA,"0.554","0.224","2.396"
450803,NA,NA,NA,NA,NA,NA
450804,NA,NA,NA,NA,NA,NA
450808,NA,NA,NA,NA,NA,NA
450809,"0.312","1.275","0.515","2.644",NA,"0.542"
450820,"0.457","1.512","0.008","0.771","0.343","2.607"
450822,NA,NA,NA,NA,NA,NA
450825,NA,NA,NA,NA,NA,NA
450827,NA,NA,NA,NA,NA,NA
450828,NA,NA,NA,NA,NA,NA
450831,NA,NA,NA,NA,NA,NA
450833,NA,NA,NA,NA,NA,NA
450834,NA,NA,NA,NA,NA,NA
450840,NA,NA,NA,NA,NA,NA
450844,"0.115","1.226","0.066","1.294","0.189","2.020"
450847,"0.143","2.827","0.013","1.235","0.025","2.428"
450848,"0.160","3.154","0.037","3.613",NA,"1.908"
450851,NA,NA,NA,NA,NA,NA
450853,NA,NA,NA,NA,NA,NA
450855,NA,"2.099",NA,NA,NA,NA
450856,NA,NA,NA,NA,NA,NA
450860,NA,NA,NA,NA,NA,NA
450862,"0.816","3.071","0.356","3.806","0.362","3.870"
450864,NA,NA,NA,NA,NA,NA
450865,NA,NA,NA,NA,NA,NA
450867,NA,NA,"0.139","2.738",NA,NA
450869,"0.423","1.731","0.223","1.352","0.069","1.355"
450871,NA,NA,NA,NA,NA,NA
450872,NA,NA,NA,"1.212",NA,NA
450874,NA,NA,NA,NA,NA,NA
450875,NA,NA,NA,NA,NA,NA
450876,"0.048","4.733",NA,NA,NA,NA
450877,NA,NA,NA,"2.104",NA,NA
450880,NA,NA,NA,NA,NA,NA
450883,NA,NA,NA,NA,NA,NA
450885,NA,"1.468",NA,NA,NA,NA
450888,NA,NA,NA,NA,NA,NA
450889,NA,NA,NA,NA,NA,NA
450890,"0.662","4.002","0.908","3.187","0.029","2.823"
450891,NA,NA,NA,NA,NA,NA
450893,NA,NA,NA,NA,NA,NA
450894,NA,NA,NA,NA,NA,NA
451300,NA,NA,NA,NA,NA,NA
451305,NA,NA,NA,NA,NA,NA
451316,NA,NA,NA,NA,NA,NA
451319,NA,NA,NA,NA,NA,NA
451322,NA,NA,NA,NA,NA,NA
451337,NA,NA,NA,NA,NA,NA
451343,NA,NA,NA,NA,NA,NA
451344,NA,NA,NA,NA,NA,NA
451346,NA,NA,NA,NA,NA,NA
451347,NA,NA,NA,NA,NA,NA
451353,NA,NA,NA,NA,NA,NA
451355,NA,NA,NA,NA,NA,NA
451356,NA,NA,NA,NA,NA,NA
451364,NA,NA,NA,NA,NA,NA
451365,NA,NA,NA,NA,NA,NA
451367,NA,NA,NA,NA,NA,NA
451369,NA,NA,NA,NA,NA,NA
451370,NA,NA,NA,NA,NA,NA
451371,NA,NA,NA,NA,NA,NA
451374,NA,NA,NA,NA,NA,NA
451376,NA,NA,NA,NA,NA,NA
451377,NA,NA,NA,NA,NA,NA
451378,NA,NA,NA,NA,NA,NA
451379,NA,NA,NA,NA,NA,NA
451380,NA,NA,NA,NA,NA,NA
451385,NA,NA,NA,NA,NA,NA
451386,NA,NA,NA,NA,NA,NA
460001,NA,"0.205",NA,"0.646","0.071","1.402"
460003,"0.036","3.510",NA,NA,NA,NA
460004,"0.410","2.482","1.008","3.331","0.015","1.444"
460005,"0.292","3.128","0.654","4.968",NA,"1.961"
460006,"0.020","2.020","0.509","2.611",NA,"1.663"
460007,NA,NA,NA,NA,NA,NA
460009,"0.440","1.019","1.025","2.375","0.164","0.844"
460010,"0.537","1.329","0.531","2.171","0.192","1.461"
460011,NA,NA,NA,NA,NA,NA
460013,NA,NA,NA,NA,NA,NA
460014,NA,NA,NA,NA,NA,NA
460015,NA,NA,NA,NA,NA,NA
460017,NA,NA,NA,NA,NA,NA
460019,NA,NA,NA,NA,NA,NA
460021,"0.266","1.607","0.546","2.801","0.336","3.594"
460023,NA,NA,"0.307","6.051",NA,NA
460026,NA,NA,NA,NA,NA,NA
460030,NA,NA,NA,NA,NA,NA
460039,NA,NA,NA,NA,NA,NA
460041,"0.420","4.491","0.030","2.966",NA,NA
460042,NA,NA,NA,NA,NA,NA
460043,NA,NA,NA,NA,NA,NA
460044,NA,NA,"0.046","4.546",NA,NA
460047,"0.639","3.280","0.073","1.435","0.385","2.923"
460049,NA,NA,NA,NA,NA,NA
460051,"0.157","3.102","0.560","4.252","0.030","2.980"
460052,"0.177","3.496",NA,NA,NA,NA
460054,NA,NA,NA,NA,NA,NA
460057,NA,NA,NA,NA,NA,NA
460058,NA,NA,NA,NA,NA,NA
460060,NA,NA,NA,NA,NA,NA
461300,NA,NA,NA,NA,NA,NA
461301,NA,NA,NA,NA,NA,NA
461303,NA,NA,NA,NA,NA,NA
461307,NA,NA,NA,NA,NA,NA
461333,NA,NA,NA,NA,NA,NA
470001,NA,NA,NA,NA,NA,NA
470003,"0.448","1.344","0.730","2.412","0.424","1.594"
470005,NA,"1.458","0.677","5.140","0.288","5.677"
470011,NA,NA,NA,NA,NA,NA
470012,NA,NA,"0.923","7.007",NA,NA
470024,NA,NA,NA,NA,NA,NA
471300,NA,NA,NA,NA,NA,NA
471301,NA,NA,NA,NA,NA,NA
471302,NA,NA,NA,NA,NA,NA
471303,NA,NA,NA,NA,NA,NA
471304,NA,NA,NA,NA,NA,NA
471305,NA,NA,NA,NA,NA,NA
471306,NA,NA,NA,NA,NA,NA
471307,NA,NA,NA,NA,NA,NA
490001,NA,"2.709",NA,NA,NA,NA
490002,NA,NA,NA,NA,NA,NA
490004,"0.079","1.557","1.142","5.859","0.027","2.680"
490005,"0.024","0.478","1.003","2.692","0.674","2.364"
490007,"0.215","0.755","1.534","4.256","0.883","2.300"
490009,"0.678","1.307","0.463","1.623","1.259","2.978"
490011,"0.017","1.663","0.019","1.865","0.309","6.096"
490013,NA,NA,NA,NA,NA,NA
490017,"0.158","1.686",NA,"1.295","0.569","4.323"
490018,"0.032","3.164","0.280","3.000",NA,"1.755"
490019,NA,NA,NA,NA,NA,NA
490020,NA,NA,NA,NA,NA,NA
490021,"0.669","1.742",NA,"0.412","0.007","0.729"
490022,"0.356","1.456","0.414","2.126","0.424","2.176"
490023,"0.022","2.158",NA,NA,NA,NA
490024,"0.526","1.243","0.461","1.522","0.435","1.208"
490032,"0.587","1.093","0.658","1.973","0.935","2.090"
490033,NA,NA,NA,NA,NA,NA
490037,NA,NA,NA,NA,NA,NA
490038,NA,NA,NA,NA,NA,NA
490040,"0.439","2.251","0.565","3.417","0.141","2.781"
490041,NA,"1.888","0.043","4.197","0.041","4.046"
490042,"0.013","1.279","0.023","2.275",NA,"2.079"
490043,"0.024","2.401",NA,"0.922",NA,"1.552"
490044,"0.020","1.933","0.197","3.873","0.028","2.801"
490045,"0.202","3.976","0.184","3.635",NA,"2.600"
490046,"0.007","0.722","0.470","2.410","0.090","1.771"
490048,"0.204","1.047","0.333","2.526","0.407","1.840"
490050,"0.076","0.809","0.518","2.118","0.055","1.084"
490052,"0.094","0.713","0.063","1.245","0.052","1.018"
490053,NA,"1.511","0.198","3.905",NA,"2.069"
490057,"0.008","0.785","0.240","1.826","0.248","2.656"
490059,"0.023","0.456","0.291","1.763","0.537","2.197"
490060,NA,"2.185",NA,NA,NA,NA
490063,"0.676","1.279","0.623","1.624","0.642","1.629"
490066,NA,"2.046",NA,"2.299",NA,"2.639"
490067,"0.705","2.881","0.036","3.569","0.730","4.417"
480001,"1.711","10.348",NA,NA,"0.046","4.492"
480002,NA,NA,NA,NA,NA,NA
490069,"0.294","1.777","0.061","1.209","0.388","2.949"
490075,"0.459","3.481","0.205","4.041","0.350","3.745"
490077,"0.015","1.512","0.116","2.288",NA,"2.304"
490079,"0.335","3.587","0.034","3.394",NA,NA
490084,NA,NA,NA,NA,NA,NA
490088,NA,NA,NA,NA,NA,NA
490089,NA,NA,NA,NA,NA,NA
490090,NA,NA,NA,NA,NA,NA
490092,NA,NA,NA,NA,NA,NA
490093,"0.087","1.724","0.254","2.718","0.026","2.516"
490094,NA,NA,NA,NA,NA,NA
490097,NA,NA,NA,NA,NA,NA
490098,NA,"2.946",NA,NA,NA,NA
490101,"0.558","4.237","0.704","3.613","0.225","4.426"
490107,"0.334","2.536","0.556","3.363","0.400","4.281"
490110,"0.046","4.488",NA,NA,NA,NA
490111,NA,NA,NA,NA,NA,NA
490112,"0.810","1.810","0.042","0.830","0.221","1.134"
490113,NA,"1.063","0.430","4.602","0.031","3.094"
490114,NA,NA,NA,NA,NA,NA
490115,NA,NA,NA,NA,NA,NA
490116,NA,NA,NA,NA,NA,NA
490117,NA,NA,NA,NA,NA,NA
490118,"0.507","1.778","0.438","1.792","0.735","2.580"
490119,"0.009","0.929",NA,"2.012",NA,"1.407"
490120,"0.759","3.105","0.111","1.188","0.114","2.253"
490122,"0.340","3.642",NA,NA,"0.036","3.553"
490126,NA,NA,NA,NA,NA,NA
490127,NA,NA,NA,NA,NA,NA
490130,NA,NA,NA,NA,NA,NA
490136,"0.166","1.781","0.607","3.670","0.030","2.971"
490140,"0.037","3.659","0.305","6.007",NA,NA
490141,"0.047","4.601",NA,NA,NA,NA
490143,NA,NA,NA,NA,NA,NA
490144,NA,NA,NA,NA,NA,NA
490145,NA,NA,NA,NA,NA,NA
491302,NA,NA,NA,NA,NA,NA
491304,NA,NA,NA,NA,NA,NA
491305,NA,NA,NA,NA,NA,NA
491307,NA,NA,NA,NA,NA,NA
491308,NA,NA,NA,NA,NA,NA
500001,"0.079","1.567","0.121","2.392","0.225","4.432"
500002,"0.034","3.346",NA,NA,NA,NA
500003,"0.015","1.451","0.036","3.561",NA,"2.333"
500005,"0.029","0.574","0.630","2.851","0.010","0.953"
500007,NA,NA,NA,NA,NA,NA
500008,"0.047","0.359",NA,"0.327","0.316","1.430"
500011,"0.101","1.997",NA,"1.471","0.031","3.052"
500012,"0.042","4.107",NA,NA,NA,NA
500014,"0.458","1.436","1.079","2.993","0.037","0.724"
500015,"0.138","2.714","0.034","3.387","0.704","5.345"
500016,"0.381","2.891","0.015","1.477","0.031","3.028"
500019,NA,NA,NA,NA,NA,NA
500021,NA,"1.609","0.047","4.670","0.027","2.666"
500024,"0.715","1.863","0.063","1.250","0.008","0.805"
500025,"0.201","1.216",NA,NA,"0.095","1.864"
500026,"0.294","3.146","0.271","2.903",NA,"1.668"
500027,"0.418","1.160","1.688","3.347","0.240","1.233"
500030,"0.203","1.229","0.012","1.149","0.491","3.728"
500031,"0.033","3.273",NA,NA,NA,NA
500033,NA,NA,NA,NA,NA,NA
500036,"0.083","1.640","0.321","6.335","0.182","3.591"
500037,NA,NA,NA,NA,NA,NA
500039,"0.580","2.625","0.179","1.919",NA,"1.206"
500041,NA,"1.257","0.034","3.319",NA,"2.227"
500044,"0.143","1.086","0.475","2.873","0.436","2.635"
500049,NA,NA,NA,NA,NA,NA
500050,"0.247","1.118","0.065","1.286","0.251","1.908"
500051,"0.118","1.264","0.244","1.478",NA,"1.064"
500053,"0.511","5.469",NA,"2.422",NA,NA
500054,"0.391","1.086","0.537","1.883","0.169","1.024"
500058,"0.010","0.943","0.302","2.289","0.235","2.518"
500060,NA,NA,NA,NA,NA,NA
500064,"0.223","0.738","0.308","1.862","0.764","2.052"
500072,NA,"1.935","0.216","4.260",NA,NA
500077,"0.243","2.598","0.020","2.011","0.035","3.444"
500079,"0.489","2.000","0.091","1.792","0.195","2.090"
500084,NA,NA,NA,NA,NA,NA
500088,"0.423","1.484","0.349","2.650","0.082","1.625"
500108,"0.421","1.390","0.007","0.661","0.047","0.934"
500119,"0.030","2.973",NA,"2.232",NA,NA
500124,NA,"0.628",NA,"1.012","0.263","2.816"
500129,"0.343","1.076","0.008","0.796","0.087","0.926"
500139,NA,"2.464","0.030","2.953",NA,NA
500141,"0.012","1.155","0.025","2.420","0.041","4.063"
500148,NA,NA,NA,NA,NA,NA
500150,NA,"1.084","0.244","2.615","0.020","1.967"
500151,"0.105","2.071","0.030","2.973",NA,NA
500152,"0.029","2.857","1.544","6.311",NA,NA
501302,NA,NA,NA,NA,NA,NA
501303,NA,NA,NA,NA,NA,NA
501304,NA,NA,NA,NA,NA,NA
501305,NA,NA,NA,NA,NA,NA
501308,NA,NA,NA,NA,NA,NA
501309,NA,NA,NA,NA,NA,NA
501310,NA,NA,NA,NA,NA,NA
501312,NA,NA,NA,NA,NA,NA
501314,NA,NA,NA,NA,NA,NA
501315,NA,NA,NA,NA,NA,NA
501316,NA,NA,NA,NA,NA,NA
501318,NA,NA,NA,NA,NA,NA
501319,NA,NA,NA,NA,NA,NA
501320,NA,NA,NA,NA,NA,NA
501321,NA,NA,NA,NA,NA,NA
501322,NA,NA,NA,NA,NA,NA
501323,NA,NA,NA,NA,NA,NA
501324,NA,NA,NA,NA,NA,NA
501325,NA,NA,NA,NA,NA,NA
501326,NA,NA,NA,NA,NA,NA
501327,NA,NA,NA,NA,NA,NA
501328,NA,NA,NA,NA,NA,NA
501329,NA,NA,NA,NA,NA,NA
501330,NA,NA,NA,NA,NA,NA
501331,NA,NA,NA,NA,NA,NA
501332,NA,NA,NA,NA,NA,NA
501333,NA,NA,NA,NA,NA,NA
501334,NA,NA,NA,NA,NA,NA
501335,NA,NA,NA,NA,NA,NA
501336,NA,NA,NA,NA,NA,NA
501337,NA,NA,NA,NA,NA,NA
501338,NA,NA,NA,NA,NA,NA
501339,NA,NA,NA,NA,NA,NA
501340,NA,NA,NA,NA,NA,NA
510001,"0.390","0.988","0.124","1.323","0.281","1.148"
510002,NA,"2.565",NA,NA,NA,NA
510006,"0.012","1.153","0.511","3.880","0.110","2.177"
510007,"1.497","3.110","0.740","3.346","0.710","2.345"
510008,NA,"0.594","0.166","3.263","0.266","2.847"
510012,NA,NA,NA,NA,NA,NA
510013,NA,NA,NA,NA,NA,NA
510022,"0.884","1.474","1.444","3.039","1.295","2.472"
510023,"0.367","3.922","0.116","2.295","0.153","3.019"
510024,"0.017","1.700","0.217","2.318","0.021","2.037"
510029,"0.759","3.894","0.215","4.236","0.022","2.136"
510030,NA,NA,NA,NA,NA,NA
510031,NA,NA,NA,NA,NA,NA
510038,NA,NA,NA,NA,NA,NA
510039,"0.020","1.954","0.258","5.091",NA,"2.381"
510046,"0.730","4.419","0.028","2.758","1.350","8.167"
510047,NA,NA,NA,NA,NA,NA
510048,NA,"1.994",NA,NA,"0.034","3.355"
510050,"0.009","0.856","0.252","2.698","0.132","2.596"
510055,"0.955","1.914","0.233","2.496","0.986","2.647"
510058,"0.011","1.072","0.210","2.247","0.017","1.652"
510062,NA,"1.147",NA,"2.692",NA,"1.901"
510070,"0.006","0.637","0.739","5.610","0.723","4.372"
510071,NA,"1.823",NA,NA,NA,NA
510072,NA,NA,NA,NA,NA,NA
510077,NA,NA,NA,NA,NA,NA
510082,NA,NA,NA,NA,NA,NA
510086,NA,NA,NA,NA,NA,NA
510091,NA,NA,NA,NA,NA,NA
511300,NA,NA,NA,NA,NA,NA
511303,NA,NA,NA,NA,NA,NA
511304,NA,NA,NA,NA,NA,NA
511306,NA,NA,NA,NA,NA,NA
511307,NA,NA,NA,NA,NA,NA
511308,NA,NA,NA,NA,NA,NA
511309,NA,NA,NA,NA,NA,NA
511310,NA,NA,NA,NA,NA,NA
511311,NA,NA,NA,NA,NA,NA
511312,NA,NA,NA,NA,NA,NA
511313,NA,NA,NA,NA,NA,NA
511314,NA,NA,NA,NA,NA,NA
511315,NA,NA,NA,NA,NA,NA
511316,NA,NA,NA,NA,NA,NA
511317,NA,NA,NA,NA,NA,NA
511318,NA,NA,NA,NA,NA,NA
511319,NA,NA,NA,NA,NA,NA
511320,NA,NA,NA,NA,NA,NA
511321,NA,NA,NA,NA,NA,NA
520002,NA,NA,"0.551","5.899",NA,NA
520004,"0.356","3.812","0.022","2.202","0.039","3.853"
520008,"0.009","0.890","0.153","1.641",NA,"1.375"
520009,"0.374","4.002",NA,"0.843","0.208","4.091"
520011,NA,NA,NA,NA,NA,NA
520013,"0.467","2.396","0.395","2.996","0.028","2.755"
520017,NA,NA,NA,NA,NA,NA
520019,NA,NA,"0.046","4.567",NA,NA
520021,"0.318","2.412","0.217","2.325",NA,"2.070"
520027,"0.556","3.367","0.192","3.789",NA,NA
520028,NA,NA,NA,"2.285",NA,NA
520030,"0.277","1.678","0.143","1.529","0.101","1.991"
520033,NA,NA,"0.043","4.241",NA,NA
520034,NA,NA,NA,NA,NA,NA
520035,NA,"2.488","0.518","3.933",NA,NA
520037,"0.873","2.213","0.611","2.765","0.088","1.743"
520038,NA,NA,NA,NA,NA,NA
520041,NA,NA,NA,NA,NA,NA
520044,NA,NA,NA,NA,NA,NA
520045,"0.083","1.636","0.024","2.363",NA,"2.743"
520048,NA,"2.875","0.043","4.223",NA,NA
520049,"0.242","2.593","0.685","3.516","0.034","3.306"
520051,"0.894","2.210","0.025","2.511","0.098","1.923"
520057,NA,NA,NA,NA,NA,NA
520059,NA,NA,"0.036","3.587",NA,NA
520062,NA,NA,"0.323","6.366",NA,NA
520063,"0.040","3.958",NA,"2.372",NA,NA
520066,"0.010","0.962","0.138","2.729","0.049","4.826"
520070,"0.516","2.647",NA,"1.221",NA,"1.907"
520071,NA,NA,NA,NA,NA,NA
520075,"0.296","1.521","0.182","1.942","0.105","2.068"
520076,NA,NA,NA,NA,NA,NA
520078,"0.330","2.503","0.652","6.978",NA,"1.745"
520083,"0.344","1.406","0.009","0.846",NA,"0.716"
520087,"0.139","2.743","0.042","0.819",NA,"1.008"
520088,"0.099","1.945",NA,"1.820",NA,NA
520089,NA,"0.751","0.596","4.526",NA,"0.939"
520091,NA,NA,NA,NA,NA,NA
520095,NA,NA,NA,NA,NA,NA
520096,"0.338","1.528","0.402","3.051","0.768","4.645"
520097,NA,NA,NA,NA,NA,NA
520098,"0.688","1.538","1.306","2.827","0.100","0.760"
520100,"0.413","4.423",NA,NA,NA,NA
520102,NA,NA,NA,NA,NA,NA
520103,NA,"1.635","0.329","3.516",NA,NA
520107,NA,NA,NA,NA,NA,NA
520109,NA,NA,NA,NA,NA,NA
520113,NA,NA,"0.031","3.069",NA,NA
520116,NA,NA,NA,NA,NA,NA
520136,"0.337","1.380","0.890","4.024",NA,"0.872"
520138,"0.587","1.076","0.896","2.335","0.223","0.910"
520139,"0.182","1.379","0.266","5.240",NA,"1.089"
520160,"0.542","2.783","0.356","2.703","0.030","2.911"
520177,"0.612","1.179","0.434","1.300","0.143","0.867"
520189,NA,"1.766","0.021","2.116",NA,NA
520193,"0.061","1.198","0.098","1.932",NA,"1.658"
520194,NA,NA,NA,NA,NA,NA
520196,NA,NA,NA,NA,NA,NA
520198,"0.031","3.029","0.238","4.696",NA,NA
520202,"0.733","5.564",NA,"2.856",NA,NA
520204,"0.215","4.228",NA,"2.372",NA,NA
520205,NA,NA,NA,NA,NA,NA
520206,"0.264","5.199","0.038","3.765",NA,NA
520207,"0.101","1.996","0.015","1.484","0.038","3.756"
520208,NA,NA,NA,NA,NA,NA
521300,NA,NA,NA,NA,NA,NA
521302,NA,NA,NA,NA,NA,NA
521303,NA,NA,NA,NA,NA,NA
521304,NA,NA,NA,NA,NA,NA
521305,NA,NA,NA,NA,NA,NA
521308,NA,NA,NA,NA,NA,NA
521309,NA,NA,NA,NA,NA,NA
521310,NA,NA,NA,NA,NA,NA
521311,NA,NA,NA,NA,NA,NA
521312,NA,NA,NA,NA,NA,NA
521313,NA,NA,NA,NA,NA,NA
521314,NA,NA,NA,NA,NA,NA
521315,NA,NA,NA,NA,NA,NA
521316,NA,NA,NA,NA,NA,NA
521317,NA,NA,NA,NA,NA,NA
521318,NA,NA,NA,NA,NA,NA
521319,NA,NA,NA,NA,NA,NA
521320,NA,NA,NA,NA,NA,NA
521321,NA,NA,NA,NA,NA,NA
521322,NA,NA,NA,NA,NA,NA
521323,NA,NA,NA,NA,NA,NA
521324,NA,NA,NA,NA,NA,NA
521325,NA,NA,NA,NA,NA,NA
521326,NA,NA,NA,NA,NA,NA
521327,NA,NA,NA,NA,NA,NA
521328,NA,NA,NA,NA,NA,NA
