"Provider.Number","MORT.30.AMI.Achievement.Threshold","MORT.30.AMI.Benchmark","MORT.30.AMI.Baseline.Rate","MORT.30.AMI.Performance.Rate","MORT.30.AMI.Achievement.Points","MORT.30.AMI.Improvement.Points","MORT.30.AMI.Measure.Score","MORT.30.HF.Achievement.Threshold","MORT.30.HF.Benchmark","MORT.30.HF.Baseline.Rate","MORT.30.HF.Performance.Rate","MORT.30.HF.Achievement.Points","MORT.30.HF.Improvement.Points","MORT.30.HF.Measure.Score","MORT.30.PN.Achievement.Threshold","MORT.30.PN.Benchmark","MORT.30.PN.Baseline.Rate","MORT.30.PN.Performance.Rate","MORT.30.PN.Achievement.Points","MORT.30.PN.Improvement.Points","MORT.30.PN.Measure.Score","PSI.90.Achievement.Threshold","PSI.90.Benchmark","PSI.90.Baseline.Rate","PSI.90.Performance.Rate","PSI.90.Achievement.Points","PSI.90.Improvement.Points","PSI.90.Measure.Score","HAI.1.Achievement.Threshold","HAI.1.Benchmark","HAI.1.Baseline.Rate","HAI.1.Performance.Rate","HAI.1.Achievement.Points","HAI.1.Improvement.Points","HAI.1.Measure.Score","HAI.2.Achievement.Threshold","HAI.2.Benchmark","HAI.2.Baseline.Rate","HAI.2.Performance.Rate","HAI.2.Achievement.Points","HAI.2.Improvement.Points","HAI.2.Measure.Score","Combined.SSI.Measure.Score","HAI.3.Achievement.Threshold","HAI.3.Benchmark","HAI.3.Baseline.Rate","HAI.3.Performance.Rate","HAI.3.Achievement.Points","HAI.3.Improvement.Points","HAI.3.Measure.Score","HAI.4.Achievement.Threshold","HAI.4.Benchmark","HAI.4.Baseline.Rate","HAI.4.Performance.Rate","HAI.4.Achievement.Points","HAI.4.Improvement.Points","HAI.4.Measure.Score","HAI.5.Achievement.Threshold","HAI.5.Benchmark","HAI.5.Baseline.Rate","HAI.5.Performance.Rate","HAI.5.Achievement.Points","HAI.5.Improvement.Points","HAI.5.Measure.Score","HAI.6.Achievement.Threshold","HAI.6.Benchmark","HAI.6.Baseline.Rate","HAI.6.Performance.Rate","HAI.6.Achievement.Points","HAI.6.Improvement.Points","HAI.6.Measure.Score","PC.01.Achievement.Threshold","PC.01.Benchmark","PC.01.Baseline.Rate","PC.01.Performance.Rate","PC.01.Achievement.Points","PC.01.Improvement.Points","PC.01.Measure.Score"
190025,0.850916,0.873053,"0.863627","0.866877","Not Available","Not Available","Not Available",0.883421,0.907656,"0.888483","0.880460","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.893396","0.905571","9 out of 10","8 out of 9","9 out of 10",0.964542,0.709498,"0.855220","0.596063","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.577","0.915","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
190026,0.850916,0.873053,"0.848868","0.858259","3 out of 10","3 out of 9","3 out of 10",0.883421,0.907656,"0.884822","0.880052","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.869441","0.886219","2 out of 10","4 out of 9","4 out of 10",0.964542,0.709498,"1.173973","0.691341","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.166","0.321","2 out of 10","0 out of 9","2 out of 10",0.906,0,"1.052","0.979","0 out of 10","0 out of 9","0 out of 10","2 out of 10",0.824,0,"1.763","1.418","0 out of 10","1 out of 9","1 out of 10",0.71,0,"Not Available","0.000","10 out of 10","Not Available","10 out of 10",0.767,0,"1.888","3.430","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"1.085","0.861","0 out of 10","2 out of 9","2 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
190027,0.850916,0.873053,"0.863917","0.850522","0 out of 10","0 out of 9","0 out of 10",0.883421,0.907656,"0.872373","0.884530","1 out of 10","3 out of 9","3 out of 10",0.88286,0.9079,"0.864532","0.881529","0 out of 10","3 out of 9","3 out of 10",0.964542,0.709498,"0.914565","0.818116","6 out of 10","4 out of 9","6 out of 10",0.369,0,"0.631","1.054","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.839","0.559","4 out of 10","3 out of 9","4 out of 10","4 out of 10",0.824,0,"0.598","0.549","4 out of 10","0 out of 9","4 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.596","0.753","1 out of 10","0 out of 9","1 out of 10",0.805,0.004,"0.583","0.427","5 out of 10","2 out of 9","5 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
190034,0.850916,0.873053,"0.834873","0.863525","Not Available","Not Available","Not Available",0.883421,0.907656,"0.842339","0.867146","0 out of 10","3 out of 9","3 out of 10",0.88286,0.9079,"0.858888","0.898599","6 out of 10","8 out of 9","8 out of 10",0.964542,0.709498,"0.788817","0.713994","9 out of 10","9 out of 9","9 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.190","2.445","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
190036,0.850916,0.873053,"0.842360","0.849926","0 out of 10","2 out of 9","2 out of 10",0.883421,0.907656,"0.877391","0.883603","1 out of 10","2 out of 9","2 out of 10",0.88286,0.9079,"0.906478","0.907881","9 out of 10","9 out of 9","9 out of 10",0.964542,0.709498,"0.938996","0.580009","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.185","0.249","3 out of 10","0 out of 9","3 out of 10",0.906,0,"0.773","0.465","5 out of 10","3 out of 9","5 out of 10","0 out of 10",0.824,0,"1.031","1.194","0 out of 10","0 out of 9","0 out of 10",0.71,0,"0.275","1.411","0 out of 10","0 out of 9","0 out of 10",0.767,0,"1.457","1.866","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.954","1.045","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.041096","0.000000","10 out of 10","9 out of 9","10 out of 10"
190039,0.850916,0.873053,"0.838678","0.864412","6 out of 10","7 out of 9","7 out of 10",0.883421,0.907656,"0.877266","0.871866","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.886640","0.891141","3 out of 10","2 out of 9","3 out of 10",0.964542,0.709498,"0.882186","0.578593","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.833","0.881","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.895","1.002","0 out of 10","0 out of 9","0 out of 10","0 out of 10",0.824,0,"0.335","1.133","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"1.864","1.474","0 out of 10","2 out of 9","2 out of 10",0.805,0.004,"0.799","0.807","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.007353","0.000000","10 out of 10","9 out of 9","10 out of 10"
190040,0.850916,0.873053,"0.843079","0.884357","10 out of 10","9 out of 9","10 out of 10",0.883421,0.907656,"0.897961","0.900666","7 out of 10","2 out of 9","7 out of 10",0.88286,0.9079,"0.896401","0.883355","1 out of 10","0 out of 9","1 out of 10",0.964542,0.709498,"1.229513","0.808042","6 out of 10","8 out of 9","8 out of 10",0.369,0,"0.301","0.997","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.335","0.127","8 out of 10","6 out of 9","8 out of 10","4 out of 10",0.824,0,"0.808","0.501","4 out of 10","3 out of 9","4 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.741","1.008","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.205","0.569","3 out of 10","0 out of 9","3 out of 10",0.020408,0,"0.019608","0.063380","0 out of 10","0 out of 9","0 out of 10"
190041,0.850916,0.873053,"0.848587","0.877056","10 out of 10","9 out of 9","10 out of 10",0.883421,0.907656,"0.891490","0.886927","2 out of 10","0 out of 9","2 out of 10",0.88286,0.9079,"0.881857","0.893891","4 out of 10","4 out of 9","4 out of 10",0.964542,0.709498,"1.117237","0.429845","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.000","1.109","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.306","1.242","0 out of 10","0 out of 9","0 out of 10","0 out of 10",0.824,0,"0.615","1.173","0 out of 10","0 out of 9","0 out of 10",0.71,0,"0.000","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","0.000","10 out of 10","Not Available","10 out of 10",0.805,0.004,"1.493","1.070","0 out of 10","2 out of 9","2 out of 10",0.020408,0,"0.042553","0.038462","0 out of 10","0 out of 9","0 out of 10"
190044,0.850916,0.873053,"0.842976","0.863382","Not Available","Not Available","Not Available",0.883421,0.907656,"0.870498","0.857983","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.857530","0.873376","0 out of 10","3 out of 9","3 out of 10",0.964542,0.709498,"0.835692","0.654722","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10","2 out of 10",0.824,0,"Not Available","0.674","2 out of 10","Not Available","2 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"1.502","1.363","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.024590","0.000000","10 out of 10","9 out of 9","10 out of 10"
190045,0.850916,0.873053,"0.858636","0.871136","9 out of 10","8 out of 9","9 out of 10",0.883421,0.907656,"0.900392","0.890083","3 out of 10","0 out of 9","3 out of 10",0.88286,0.9079,"0.900747","0.899266","6 out of 10","0 out of 9","6 out of 10",0.964542,0.709498,"1.045964","0.441507","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.805","0.441","0 out of 10","4 out of 9","4 out of 10",0.906,0,"0.888","0.353","6 out of 10","6 out of 9","6 out of 10","8 out of 10",0.824,0,"0.999","0.000","10 out of 10","9 out of 9","10 out of 10",0.71,0,"1.433","1.010","0 out of 10","2 out of 9","2 out of 10",0.767,0,"0.691","1.759","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.847","0.600","3 out of 10","2 out of 9","3 out of 10",0.020408,0,"0.164179","0.000000","10 out of 10","9 out of 9","10 out of 10"
190046,0.850916,0.873053,"0.862236","0.872703","9 out of 10","9 out of 9","9 out of 10",0.883421,0.907656,"0.909011","0.886529","2 out of 10","0 out of 9","2 out of 10",0.88286,0.9079,"0.896839","0.913259","10 out of 10","9 out of 9","10 out of 10",0.964542,0.709498,"0.942912","0.809739","6 out of 10","5 out of 9","6 out of 10",0.369,0,"0.663","0.817","0 out of 10","0 out of 9","0 out of 10",0.906,0,"1.197","0.773","2 out of 10","3 out of 9","3 out of 10","7 out of 10",0.824,0,"1.052","0.000","10 out of 10","9 out of 9","10 out of 10",0.71,0,"0.830","0.588","2 out of 10","2 out of 9","2 out of 10",0.767,0,"0.479","0.675","2 out of 10","0 out of 9","2 out of 10",0.805,0.004,"0.657","0.912","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.028986","0.000000","10 out of 10","9 out of 9","10 out of 10"
190050,0.850916,0.873053,"0.849407","0.870842","9 out of 10","9 out of 9","9 out of 10",0.883421,0.907656,"0.880998","0.912376","10 out of 10","9 out of 9","10 out of 10",0.88286,0.9079,"0.887522","0.893121","4 out of 10","2 out of 9","4 out of 10",0.964542,0.709498,"0.862731","0.634511","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"0.000","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"1.004","0.249","7 out of 10","7 out of 9","7 out of 10",0.020408,0,"0.404412","0.353659","0 out of 10","1 out of 9","1 out of 10"
190053,0.850916,0.873053,"0.830617","0.861714","Not Available","Not Available","Not Available",0.883421,0.907656,"0.880117","0.845722","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.894573","0.870934","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"0.832588","0.595772","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","10 out of 10",0.824,0,"Not Available","0.000","10 out of 10","Not Available","10 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.498","0.756","1 out of 10","0 out of 9","1 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
190054,0.850916,0.873053,"0.842009","0.859817","4 out of 10","5 out of 9","5 out of 10",0.883421,0.907656,"0.841542","0.861482","0 out of 10","3 out of 9","3 out of 10",0.88286,0.9079,"0.844963","0.884726","1 out of 10","6 out of 9","6 out of 10",0.964542,0.709498,"0.863427","0.508767","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.000","1.340","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.575","1.027","0 out of 10","0 out of 9","0 out of 10","4 out of 10",0.824,0,"0.000","0.459","4 out of 10","0 out of 9","4 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.258","0.483","4 out of 10","0 out of 9","4 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
190060,0.850916,0.873053,"0.845081","0.870253","8 out of 10","8 out of 9","8 out of 10",0.883421,0.907656,"0.880996","0.883637","1 out of 10","0 out of 9","1 out of 10",0.88286,0.9079,"0.853626","0.884435","1 out of 10","5 out of 9","5 out of 10",0.964542,0.709498,"0.909636","0.616838","10 out of 10","9 out of 9","10 out of 10",0.369,0,"1.998","1.028","0 out of 10","4 out of 9","4 out of 10",0.906,0,"1.132","0.792","2 out of 10","3 out of 9","3 out of 10","10 out of 10",0.824,0,"0.512","0.000","10 out of 10","9 out of 9","10 out of 10",0.71,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.767,0,"0.886","0.284","6 out of 10","6 out of 9","6 out of 10",0.805,0.004,"0.488","0.891","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
190064,0.850916,0.873053,"0.843253","0.851382","1 out of 10","2 out of 9","2 out of 10",0.883421,0.907656,"0.852598","0.862463","0 out of 10","1 out of 9","1 out of 10",0.88286,0.9079,"0.868500","0.895510","5 out of 10","6 out of 9","6 out of 10",0.964542,0.709498,"1.321889","0.779285","7 out of 10","8 out of 9","8 out of 10",0.369,0,"0.489","0.323","2 out of 10","3 out of 9","3 out of 10",0.906,0,"0.801","0.331","6 out of 10","5 out of 9","6 out of 10","1 out of 10",0.824,0,"1.414","1.138","0 out of 10","1 out of 9","1 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.797","1.108","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.731","0.715","2 out of 10","0 out of 9","2 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
190065,0.850916,0.873053,"0.865906","0.839302","0 out of 10","0 out of 9","0 out of 10",0.883421,0.907656,"0.879748","0.870675","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.876505","0.893218","4 out of 10","5 out of 9","5 out of 10",0.964542,0.709498,"0.966252","0.661659","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.260","0.454","0 out of 10","0 out of 9","0 out of 10",0.906,0,"2.507","0.928","0 out of 10","6 out of 9","6 out of 10","0 out of 10",0.824,0,"0.141","0.955","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"1.263","2.148","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.636","0.586","3 out of 10","0 out of 9","3 out of 10",0.020408,0,"0.027778","0.000000","10 out of 10","9 out of 9","10 out of 10"
190079,0.850916,0.873053,"0.843369","0.868467","Not Available","Not Available","Not Available",0.883421,0.907656,"0.887903","0.882516","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.895013","0.892984","4 out of 10","0 out of 9","4 out of 10",0.964542,0.709498,"0.908223","0.689463","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.000","1.162","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
190081,0.850916,0.873053,"0.850837","0.866376","Not Available","Not Available","Not Available",0.883421,0.907656,"0.890860","0.880892","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.871673","0.909297","10 out of 10","9 out of 9","10 out of 10",0.964542,0.709498,"0.996479","0.642076","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.324","2.960","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
190086,0.850916,0.873053,"0.842812","0.864125","6 out of 10","7 out of 9","7 out of 10",0.883421,0.907656,"0.877038","0.877150","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.851116","0.861647","0 out of 10","1 out of 9","1 out of 10",0.964542,0.709498,"0.916253","0.704919","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.000","0.669","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.374","0.775","2 out of 10","0 out of 9","2 out of 10","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"3.404","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.092","0.311","6 out of 10","0 out of 9","6 out of 10",0.020408,0,"0.000000","0.024390","0 out of 10","0 out of 9","0 out of 10"
190088,0.850916,0.873053,"0.851451","0.858599","Not Available","Not Available","Not Available",0.883421,0.907656,"0.895359","0.894942","5 out of 10","0 out of 9","5 out of 10",0.88286,0.9079,"0.871891","0.892865","4 out of 10","5 out of 9","5 out of 10",0.964542,0.709498,"0.924692","0.630729","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.000","0.407","5 out of 10","0 out of 9","5 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
190090,0.850916,0.873053,"0.845376","0.866006","Not Available","Not Available","Not Available",0.883421,0.907656,"0.887307","0.880006","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.863626","0.904400","8 out of 10","9 out of 9","9 out of 10",0.964542,0.709498,"0.954323","0.635664","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"1.382","0.000","10 out of 10","9 out of 9","10 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
